gamification_id,user_id,xp_points,coins,level,badges_count,current_streak_days,leaderboard_rank_global,mission_completed_count,challenge_win_rate,last_reward_date
GAM0030020,USR030020,1429,4237,3,27,298,30020,18,0.835,2026-03-22
GAM0030021,USR030021,24504,8377,50,17,314,30021,122,0.473,2026-03-20
GAM0030022,USR030022,23689,2140,48,44,4,30022,25,0.843,2026-03-28
GAM0030023,USR030023,12624,427,26,7,264,30023,33,0.53,2026-04-06
GAM0030024,USR030024,19737,3914,40,31,144,30024,13,0.314,2026-04-28
GAM0030025,USR030025,8213,7227,17,44,91,30025,80,0.422,2026-04-24
GAM0030026,USR030026,19005,9749,39,66,346,30026,14,0.775,2026-03-24
GAM0030027,USR030027,2223,7211,5,51,143,30027,20,0.82,2026-05-01
GAM0030028,USR030028,23631,7013,48,1,77,30028,63,0.07,2026-04-14
GAM0030029,USR030029,511,8107,2,15,185,30029,176,0.433,2026-03-29
GAM0030030,USR030030,18594,2409,38,61,91,30030,146,0.948,2026-03-19
GAM0030031,USR030031,2173,2206,5,5,340,30031,163,0.222,2026-03-28
GAM0030032,USR030032,10876,5754,22,77,321,30032,46,0.144,2026-03-21
GAM0030033,USR030033,24868,6095,50,19,197,30033,80,0.406,2026-04-12
GAM0030034,USR030034,23980,6451,48,54,326,30034,177,0.635,2026-03-21
GAM0030035,USR030035,6142,2760,13,21,157,30035,16,0.267,2026-04-04
GAM0030036,USR030036,9663,6222,20,51,129,30036,1,0.303,2026-04-26
GAM0030037,USR030037,23991,7894,48,22,217,30037,134,0.773,2026-03-26
GAM0030038,USR030038,13616,8381,28,69,87,30038,35,0.452,2026-04-08
GAM0030039,USR030039,8751,9566,18,4,262,30039,125,0.831,2026-04-14
GAM0030040,USR030040,5358,6448,11,23,115,30040,30,0.439,2026-05-03
GAM0030041,USR030041,16483,1452,33,28,256,30041,1,0.257,2026-04-10
GAM0030042,USR030042,15289,590,31,41,337,30042,13,0.955,2026-05-11
GAM0030043,USR030043,9091,4236,19,1,111,30043,44,0.761,2026-04-07
GAM0030044,USR030044,9152,8461,19,42,214,30044,192,0.444,2026-04-20
GAM0030045,USR030045,10089,8749,21,77,139,30045,60,0.259,2026-03-21
GAM0030046,USR030046,5322,7656,11,66,244,30046,166,0.984,2026-04-05
GAM0030047,USR030047,12073,7321,25,10,179,30047,98,0.738,2026-04-24
GAM0030048,USR030048,23586,4683,48,25,110,30048,197,0.261,2026-04-27
GAM0030049,USR030049,578,1430,2,38,171,30049,115,0.825,2026-03-19
GAM0030050,USR030050,14813,346,30,13,322,30050,168,0.156,2026-05-08
GAM0030051,USR030051,7158,8397,15,77,57,30051,106,0.556,2026-04-19
GAM0030052,USR030052,3053,8083,7,50,142,30052,157,0.968,2026-04-05
GAM0030053,USR030053,22572,4385,46,63,69,30053,98,0.571,2026-04-09
GAM0030054,USR030054,2474,2722,5,35,129,30054,152,0.655,2026-05-13
GAM0030055,USR030055,12316,4739,25,19,234,30055,59,0.165,2026-04-03
GAM0030056,USR030056,14418,8385,29,60,131,30056,184,0.978,2026-03-28
GAM0030057,USR030057,6084,3579,13,60,56,30057,154,0.949,2026-04-12
GAM0030058,USR030058,1299,4734,3,59,20,30058,124,0.438,2026-05-03
GAM0030059,USR030059,21295,7712,43,60,75,30059,183,0.711,2026-04-24
GAM0030060,USR030060,860,3056,2,51,355,30060,170,0.425,2026-03-17
GAM0030061,USR030061,8203,5787,17,68,347,30061,40,0.238,2026-05-09
GAM0030062,USR030062,14961,7136,30,30,312,30062,143,0.63,2026-05-01
GAM0030063,USR030063,21934,6138,44,45,318,30063,92,0.48,2026-04-09
GAM0030064,USR030064,2924,8809,6,78,121,30064,26,0.451,2026-03-29
GAM0030065,USR030065,19373,15,39,50,34,30065,19,0.767,2026-04-16
GAM0030066,USR030066,13297,6194,27,48,311,30066,43,0.482,2026-05-06
GAM0030067,USR030067,2924,2286,6,75,222,30067,77,0.548,2026-04-05
GAM0030068,USR030068,12552,2028,26,18,100,30068,51,0.715,2026-05-01
GAM0030069,USR030069,12627,3577,26,25,161,30069,33,0.539,2026-05-08
GAM0030070,USR030070,2110,5596,5,1,307,30070,126,0.215,2026-03-22
GAM0030071,USR030071,23373,9819,47,29,268,30071,160,0.762,2026-05-10
GAM0030072,USR030072,6379,1365,13,68,277,30072,146,0.681,2026-03-30
GAM0030073,USR030073,13837,3436,28,78,163,30073,7,0.978,2026-05-12
GAM0030074,USR030074,2686,5624,6,33,14,30074,34,0.523,2026-05-01
GAM0030075,USR030075,1924,1702,4,0,250,30075,61,0.939,2026-05-10
GAM0030076,USR030076,19966,6302,40,75,360,30076,24,0.959,2026-04-20
GAM0030077,USR030077,11731,1427,24,42,331,30077,196,0.257,2026-04-02
GAM0030078,USR030078,10074,3903,21,47,260,30078,120,0.264,2026-05-13
GAM0030079,USR030079,21294,5242,43,62,350,30079,14,0.261,2026-04-30
GAM0030080,USR030080,3445,2690,7,46,265,30080,15,0.238,2026-04-16
GAM0030081,USR030081,21557,7462,44,63,269,30081,65,0.59,2026-05-01
GAM0030082,USR030082,11807,7812,24,36,361,30082,156,0.274,2026-05-02
GAM0030083,USR030083,18795,3472,38,34,180,30083,12,0.329,2026-04-10
GAM0030084,USR030084,22723,3101,46,10,130,30084,14,0.331,2026-03-23
GAM0030085,USR030085,22859,6157,46,14,327,30085,34,0.952,2026-04-10
GAM0030086,USR030086,21808,398,44,8,87,30086,108,0.031,2026-04-30
GAM0030087,USR030087,20363,843,41,9,185,30087,54,0.784,2026-05-03
GAM0030088,USR030088,22963,7395,46,51,97,30088,66,0.108,2026-03-19
GAM0030089,USR030089,4891,5070,10,58,152,30089,126,0.814,2026-04-26
GAM0030090,USR030090,18863,5769,38,52,184,30090,54,0.197,2026-04-02
GAM0030091,USR030091,4848,8824,10,69,329,30091,28,0.624,2026-05-13
GAM0030092,USR030092,19222,4852,39,72,336,30092,0,0.581,2026-04-07
GAM0030093,USR030093,7205,7380,15,75,349,30093,193,0.827,2026-03-21
GAM0030094,USR030094,13504,1656,28,9,142,30094,22,0.497,2026-04-22
GAM0030095,USR030095,18814,1162,38,64,275,30095,174,0.853,2026-03-18
GAM0030096,USR030096,18856,1477,38,9,254,30096,187,0.876,2026-03-19
GAM0030097,USR030097,2285,1750,5,17,140,30097,187,0.451,2026-05-11
GAM0030098,USR030098,24549,1679,50,10,356,30098,44,0.687,2026-03-18
GAM0030099,USR030099,13474,2644,27,31,226,30099,190,0.29,2026-04-26
GAM0030100,USR030100,20393,5552,41,5,78,30100,104,0.219,2026-04-24
GAM0030101,USR030101,24559,9617,50,27,364,30101,67,0.574,2026-05-05
GAM0030102,USR030102,18649,8436,38,38,0,30102,81,0.616,2026-04-16
GAM0030103,USR030103,18833,1467,38,27,335,30103,111,0.715,2026-03-16
GAM0030104,USR030104,15309,4467,31,42,55,30104,49,0.955,2026-03-18
GAM0030105,USR030105,3347,6252,7,21,83,30105,11,0.796,2026-03-23
GAM0030106,USR030106,14605,1980,30,28,340,30106,151,0.608,2026-04-22
GAM0030107,USR030107,2469,8704,5,63,165,30107,93,0.514,2026-03-26
GAM0030108,USR030108,374,2841,1,33,208,30108,178,0.37,2026-03-22
GAM0030109,USR030109,12636,1730,26,15,162,30109,85,0.995,2026-04-13
GAM0030110,USR030110,12586,1421,26,33,105,30110,37,0.16,2026-03-15
GAM0030111,USR030111,18489,2763,37,62,306,30111,181,0.593,2026-04-09
GAM0030112,USR030112,11776,2138,24,79,67,30112,54,0.986,2026-03-27
GAM0030113,USR030113,7965,5541,16,5,254,30113,0,0.139,2026-04-06
GAM0030114,USR030114,1449,1215,3,66,272,30114,132,0.58,2026-04-16
GAM0030115,USR030115,812,4042,2,47,37,30115,160,0.098,2026-03-30
GAM0030116,USR030116,1225,3392,3,20,141,30116,24,0.025,2026-04-28
GAM0030117,USR030117,17870,33,36,4,61,30117,179,0.775,2026-04-20
GAM0030118,USR030118,15599,4468,32,45,168,30118,8,0.989,2026-03-31
GAM0030119,USR030119,5008,2909,11,25,302,30119,168,0.203,2026-04-24
GAM0030120,USR030120,3436,2669,7,15,249,30120,101,0.484,2026-04-27
GAM0030121,USR030121,9210,2646,19,20,50,30121,85,0.347,2026-04-19
GAM0030122,USR030122,10166,2314,21,4,114,30122,53,0.06,2026-04-30
GAM0030123,USR030123,5481,9329,11,36,24,30123,155,0.212,2026-05-09
GAM0030124,USR030124,6857,2194,14,44,242,30124,22,0.842,2026-03-19
GAM0030125,USR030125,22951,7929,46,9,191,30125,70,0.231,2026-05-02
GAM0030126,USR030126,9020,6271,19,30,353,30126,151,0.612,2026-03-31
GAM0030127,USR030127,15299,7201,31,79,125,30127,92,0.233,2026-03-22
GAM0030128,USR030128,21818,4702,44,63,273,30128,173,0.383,2026-04-30
GAM0030129,USR030129,8304,5248,17,1,224,30129,112,0.133,2026-03-18
GAM0030130,USR030130,11579,519,24,11,266,30130,113,0.762,2026-03-28
GAM0030131,USR030131,3053,5081,7,72,5,30131,192,0.741,2026-03-19
GAM0030132,USR030132,5246,3751,11,24,3,30132,62,0.739,2026-04-15
GAM0030133,USR030133,5228,1575,11,36,349,30133,24,0.996,2026-03-21
GAM0030134,USR030134,14274,8061,29,47,262,30134,95,0.089,2026-03-21
GAM0030135,USR030135,13530,3582,28,39,282,30135,47,0.378,2026-03-23
GAM0030136,USR030136,13144,2527,27,26,209,30136,1,0.825,2026-04-26
GAM0030137,USR030137,3015,527,7,10,19,30137,21,0.342,2026-04-09
GAM0030138,USR030138,7180,2963,15,4,179,30138,133,0.89,2026-04-22
GAM0030139,USR030139,974,2640,2,67,170,30139,67,0.675,2026-04-21
GAM0030140,USR030140,2753,7597,6,11,177,30140,81,0.973,2026-04-11
GAM0030141,USR030141,10355,5226,21,40,207,30141,23,0.465,2026-05-11
GAM0030142,USR030142,16637,9174,34,41,133,30142,79,0.957,2026-05-02
GAM0030143,USR030143,23798,5440,48,27,361,30143,154,0.715,2026-03-25
GAM0030144,USR030144,13097,3626,27,36,165,30144,164,0.31,2026-05-12
GAM0030145,USR030145,19952,9642,40,26,131,30145,199,0.27,2026-04-04
GAM0030146,USR030146,8285,419,17,49,276,30146,23,0.976,2026-03-17
GAM0030147,USR030147,9137,1646,19,78,262,30147,170,0.875,2026-03-19
GAM0030148,USR030148,20197,5708,41,79,290,30148,24,0.586,2026-05-09
GAM0030149,USR030149,20850,6676,42,75,345,30149,152,0.484,2026-04-19
GAM0030150,USR030150,19519,9397,40,56,177,30150,64,0.39,2026-04-23
GAM0030151,USR030151,345,6418,1,21,215,30151,56,0.079,2026-04-26
GAM0030152,USR030152,5058,5984,11,5,357,30152,39,0.28,2026-05-10
GAM0030153,USR030153,23707,1326,48,39,323,30153,27,0.701,2026-03-22
GAM0030154,USR030154,23618,7011,48,31,0,30154,177,0.264,2026-03-28
GAM0030155,USR030155,9650,7330,20,49,261,30155,8,0.093,2026-03-15
GAM0030156,USR030156,6821,9908,14,53,4,30156,117,0.08,2026-04-21
GAM0030157,USR030157,22501,6194,46,52,126,30157,2,0.768,2026-03-18
GAM0030158,USR030158,24418,8040,49,59,226,30158,12,0.649,2026-04-02
GAM0030159,USR030159,13922,1681,28,51,209,30159,51,0.221,2026-04-25
GAM0030160,USR030160,9532,2938,20,6,171,30160,130,0.259,2026-04-20
GAM0030161,USR030161,4426,8067,9,0,320,30161,174,0.494,2026-04-13
GAM0030162,USR030162,17297,3898,35,14,89,30162,87,0.425,2026-03-30
GAM0030163,USR030163,6298,726,13,14,50,30163,27,0.825,2026-04-09
GAM0030164,USR030164,24094,3885,49,35,318,30164,167,0.318,2026-04-13
GAM0030165,USR030165,20690,2694,42,32,100,30165,104,0.652,2026-04-15
GAM0030166,USR030166,6505,8890,14,55,277,30166,189,0.358,2026-05-06
GAM0030167,USR030167,582,4897,2,80,159,30167,132,0.052,2026-03-14
GAM0030168,USR030168,15939,8463,32,39,143,30168,109,0.575,2026-05-11
GAM0030169,USR030169,13427,3208,27,67,234,30169,37,0.492,2026-05-06
GAM0030170,USR030170,21700,8530,44,65,261,30170,98,0.74,2026-04-10
GAM0030171,USR030171,21206,7750,43,30,61,30171,24,0.996,2026-03-16
GAM0030172,USR030172,19389,8128,39,46,129,30172,61,0.152,2026-05-04
GAM0030173,USR030173,10416,2280,21,0,232,30173,27,0.417,2026-04-22
GAM0030174,USR030174,18758,5406,38,65,327,30174,124,0.872,2026-04-23
GAM0030175,USR030175,3037,5971,7,52,278,30175,59,0.042,2026-05-04
GAM0030176,USR030176,1714,7389,4,25,313,30176,52,0.465,2026-04-07
GAM0030177,USR030177,4881,7318,10,66,270,30177,117,0.835,2026-05-13
GAM0030178,USR030178,11316,9431,23,75,344,30178,101,0.005,2026-03-24
GAM0030179,USR030179,13088,9248,27,15,54,30179,145,0.494,2026-04-24
GAM0030180,USR030180,17666,936,36,38,91,30180,119,0.801,2026-04-30
GAM0030181,USR030181,23255,4736,47,77,351,30181,147,0.166,2026-04-13
GAM0030182,USR030182,16229,2714,33,54,183,30182,40,0.366,2026-05-01
GAM0030183,USR030183,5765,1303,12,40,135,30183,174,0.82,2026-04-25
GAM0030184,USR030184,4968,7249,10,16,312,30184,181,0.336,2026-03-24
GAM0030185,USR030185,12913,7614,26,72,262,30185,17,0.644,2026-04-11
GAM0030186,USR030186,6159,3287,13,79,227,30186,124,0.912,2026-03-18
GAM0030187,USR030187,18761,1180,38,23,347,30187,175,0.752,2026-04-16
GAM0030188,USR030188,17587,850,36,59,153,30188,66,0.7,2026-04-13
GAM0030189,USR030189,1284,4805,3,27,174,30189,104,0.721,2026-04-04
GAM0030190,USR030190,12177,8590,25,63,27,30190,27,0.601,2026-04-19
GAM0030191,USR030191,9641,8534,20,46,233,30191,57,0.337,2026-04-15
GAM0030192,USR030192,19308,4060,39,67,68,30192,126,0.302,2026-05-09
GAM0030193,USR030193,3424,6690,7,49,36,30193,180,0.171,2026-04-09
GAM0030194,USR030194,21375,8203,43,48,106,30194,99,0.154,2026-05-05
GAM0030195,USR030195,12316,3724,25,11,261,30195,184,0.544,2026-04-05
GAM0030196,USR030196,24928,6719,50,55,24,30196,37,0.409,2026-04-28
GAM0030197,USR030197,18347,7060,37,18,134,30197,187,0.993,2026-04-16
GAM0030198,USR030198,515,8048,2,51,195,30198,133,0.609,2026-04-02
GAM0030199,USR030199,22023,8036,45,25,174,30199,110,0.853,2026-05-13
GAM0030200,USR030200,6313,6329,13,42,146,30200,182,0.352,2026-03-14
GAM0030201,USR030201,6214,6370,13,80,36,30201,4,0.482,2026-03-28
GAM0030202,USR030202,7660,2880,16,62,218,30202,81,0.892,2026-05-02
GAM0030203,USR030203,7751,2701,16,47,25,30203,73,0.254,2026-03-27
GAM0030204,USR030204,16748,55,34,47,284,30204,168,0.005,2026-04-25
GAM0030205,USR030205,24763,3798,50,28,295,30205,20,0.818,2026-04-11
GAM0030206,USR030206,1571,3045,4,41,94,30206,130,0.591,2026-03-16
GAM0030207,USR030207,7322,163,15,76,143,30207,61,0.876,2026-03-24
GAM0030208,USR030208,11346,8726,23,49,237,30208,154,0.151,2026-04-25
GAM0030209,USR030209,19767,3117,40,76,158,30209,5,0.266,2026-04-29
GAM0030210,USR030210,14206,2404,29,57,212,30210,75,0.235,2026-04-16
GAM0030211,USR030211,10794,416,22,71,121,30211,184,0.56,2026-04-23
GAM0030212,USR030212,1008,6566,3,35,158,30212,181,0.263,2026-03-21
GAM0030213,USR030213,15954,6233,32,68,255,30213,193,0.376,2026-03-30
GAM0030214,USR030214,19882,3200,40,42,362,30214,120,0.425,2026-05-10
GAM0030215,USR030215,22108,2689,45,47,251,30215,141,0.329,2026-04-17
GAM0030216,USR030216,22558,9645,46,58,266,30216,30,0.495,2026-05-09
GAM0030217,USR030217,24540,3728,50,29,61,30217,118,0.39,2026-04-20
GAM0030218,USR030218,12377,4327,25,43,168,30218,38,0.079,2026-05-05
GAM0030219,USR030219,3142,3021,7,34,207,30219,17,0.074,2026-05-10
GAM0030220,USR030220,15030,6491,31,59,71,30220,146,0.296,2026-05-08
GAM0030221,USR030221,9518,333,20,31,217,30221,39,0.149,2026-04-27
GAM0030222,USR030222,146,8864,1,69,335,30222,122,0.427,2026-05-13
GAM0030223,USR030223,16635,402,34,11,86,30223,74,0.67,2026-04-12
GAM0030224,USR030224,9236,1594,19,9,307,30224,127,0.327,2026-05-10
GAM0030225,USR030225,16665,319,34,56,311,30225,128,0.727,2026-05-05
GAM0030226,USR030226,19911,4064,40,66,287,30226,8,0.616,2026-04-03
GAM0030227,USR030227,20046,3693,41,80,128,30227,114,0.095,2026-03-15
GAM0030228,USR030228,537,6065,2,61,272,30228,26,0.659,2026-04-18
GAM0030229,USR030229,21584,4242,44,48,99,30229,101,0.094,2026-05-03
GAM0030230,USR030230,10503,1930,22,41,2,30230,160,0.728,2026-03-15
GAM0030231,USR030231,6261,5769,13,74,157,30231,109,0.916,2026-03-27
GAM0030232,USR030232,3952,9885,8,71,175,30232,70,0.586,2026-04-12
GAM0030233,USR030233,11614,7268,24,9,138,30233,29,0.01,2026-03-21
GAM0030234,USR030234,24775,4513,50,12,328,30234,83,0.216,2026-04-04
GAM0030235,USR030235,15604,295,32,7,334,30235,136,0.403,2026-04-15
GAM0030236,USR030236,1396,4391,3,32,52,30236,103,0.293,2026-03-29
GAM0030237,USR030237,14451,1862,29,37,0,30237,45,0.513,2026-04-01
GAM0030238,USR030238,14156,1071,29,44,181,30238,138,0.487,2026-03-24
GAM0030239,USR030239,14873,979,30,59,270,30239,189,0.064,2026-05-05
GAM0030240,USR030240,3461,4329,7,2,324,30240,186,0.086,2026-04-14
GAM0030241,USR030241,24374,5225,49,25,5,30241,11,0.878,2026-05-13
GAM0030242,USR030242,19530,169,40,77,171,30242,84,0.463,2026-05-03
GAM0030243,USR030243,8887,4605,18,21,239,30243,57,0.767,2026-03-29
GAM0030244,USR030244,2358,7609,5,14,214,30244,46,0.933,2026-03-15
GAM0030245,USR030245,18446,6970,37,20,302,30245,120,0.919,2026-04-24
GAM0030246,USR030246,6733,2748,14,24,134,30246,109,0.437,2026-05-09
GAM0030247,USR030247,1062,5566,3,22,277,30247,24,0.992,2026-04-01
GAM0030248,USR030248,11275,4135,23,47,159,30248,86,0.896,2026-04-16
GAM0030249,USR030249,18307,2655,37,75,238,30249,133,0.131,2026-05-13
GAM0030250,USR030250,15157,2525,31,25,25,30250,190,0.796,2026-03-23
GAM0030251,USR030251,2988,2324,6,38,246,30251,199,0.151,2026-04-20
GAM0030252,USR030252,20025,10,41,57,178,30252,198,0.098,2026-04-24
GAM0030253,USR030253,11331,2919,23,32,278,30253,123,0.509,2026-04-12
GAM0030254,USR030254,10411,9433,21,71,128,30254,21,0.949,2026-03-30
GAM0030255,USR030255,24723,2842,50,8,254,30255,0,0.451,2026-05-11
GAM0030256,USR030256,7211,3368,15,66,161,30256,18,0.963,2026-05-12
GAM0030257,USR030257,1418,3742,3,4,247,30257,156,0.491,2026-05-02
GAM0030258,USR030258,12559,4053,26,71,212,30258,38,0.872,2026-04-08
GAM0030259,USR030259,4796,9397,10,80,111,30259,102,0.78,2026-03-29
GAM0030260,USR030260,12381,9733,25,22,238,30260,159,0.257,2026-04-23
GAM0030261,USR030261,23158,3260,47,45,293,30261,174,0.27,2026-03-16
GAM0030262,USR030262,7034,5942,15,13,225,30262,50,0.34,2026-03-20
GAM0030263,USR030263,11296,2410,23,80,78,30263,74,0.177,2026-04-09
GAM0030264,USR030264,13030,4313,27,32,156,30264,29,0.485,2026-03-30
GAM0030265,USR030265,16261,4418,33,78,4,30265,113,0.377,2026-04-10
GAM0030266,USR030266,3018,6255,7,67,42,30266,55,0.269,2026-04-13
GAM0030267,USR030267,20414,1652,41,56,363,30267,111,0.694,2026-05-12
GAM0030268,USR030268,12879,9454,26,71,11,30268,93,0.249,2026-03-24
GAM0030269,USR030269,21200,4358,43,40,173,30269,21,0.78,2026-04-12
GAM0030270,USR030270,13975,2614,28,69,140,30270,72,0.58,2026-03-15
GAM0030271,USR030271,24731,4158,50,64,17,30271,146,0.441,2026-03-15
GAM0030272,USR030272,13884,9670,28,37,186,30272,108,0.439,2026-05-02
GAM0030273,USR030273,3691,7387,8,29,72,30273,92,0.235,2026-04-18
GAM0030274,USR030274,6810,1728,14,40,100,30274,31,0.563,2026-04-15
GAM0030275,USR030275,704,6118,2,12,212,30275,10,0.971,2026-04-28
GAM0030276,USR030276,9901,6071,20,1,229,30276,91,0.642,2026-03-28
GAM0030277,USR030277,9055,6767,19,2,75,30277,74,0.367,2026-05-02
GAM0030278,USR030278,7530,5803,16,14,253,30278,183,0.495,2026-03-14
GAM0030279,USR030279,23008,9590,47,73,3,30279,87,0.26,2026-05-05
GAM0030280,USR030280,12068,5243,25,75,280,30280,178,0.216,2026-04-22
GAM0030281,USR030281,5830,9200,12,67,188,30281,71,0.836,2026-04-29
GAM0030282,USR030282,1267,797,3,11,164,30282,78,0.027,2026-04-15
GAM0030283,USR030283,15170,607,31,11,289,30283,56,0.016,2026-04-01
GAM0030284,USR030284,12126,6836,25,34,35,30284,31,0.864,2026-03-28
GAM0030285,USR030285,19755,8030,40,70,240,30285,108,0.254,2026-04-05
GAM0030286,USR030286,11584,2369,24,69,213,30286,103,0.141,2026-04-06
GAM0030287,USR030287,8796,9423,18,17,151,30287,76,0.343,2026-03-22
GAM0030288,USR030288,10122,3182,21,53,47,30288,55,0.093,2026-03-21
GAM0030289,USR030289,16412,2054,33,8,0,30289,197,0.945,2026-04-15
GAM0030290,USR030290,5155,8980,11,74,316,30290,149,0.021,2026-04-03
GAM0030291,USR030291,10103,8318,21,14,316,30291,73,0.814,2026-03-18
GAM0030292,USR030292,668,4566,2,38,172,30292,1,0.474,2026-04-15
GAM0030293,USR030293,14884,5937,30,7,271,30293,199,0.295,2026-03-15
GAM0030294,USR030294,11709,1133,24,58,262,30294,82,0.998,2026-05-09
GAM0030295,USR030295,13436,467,27,20,158,30295,163,0.254,2026-03-29
GAM0030296,USR030296,22936,5553,46,9,260,30296,25,0.895,2026-03-24
GAM0030297,USR030297,11636,9803,24,57,129,30297,52,0.529,2026-04-18
GAM0030298,USR030298,5358,8684,11,76,240,30298,152,0.783,2026-04-18
GAM0030299,USR030299,7094,7526,15,43,198,30299,183,0.19,2026-03-15
GAM0030300,USR030300,13480,211,27,56,167,30300,100,0.846,2026-03-28
GAM0030301,USR030301,12924,456,26,65,295,30301,15,0.12,2026-04-07
GAM0030302,USR030302,18421,7921,37,59,12,30302,51,0.367,2026-03-28
GAM0030303,USR030303,914,5042,2,42,23,30303,10,0.131,2026-04-12
GAM0030304,USR030304,12668,8874,26,24,41,30304,131,0.704,2026-04-05
GAM0030305,USR030305,6480,5892,13,6,141,30305,177,0.386,2026-04-21
GAM0030306,USR030306,6325,222,13,15,39,30306,63,0.223,2026-03-22
GAM0030307,USR030307,13579,4371,28,73,121,30307,158,0.366,2026-04-04
GAM0030308,USR030308,5752,4894,12,7,258,30308,91,0.755,2026-05-02
GAM0030309,USR030309,10112,9850,21,65,172,30309,74,0.748,2026-05-05
GAM0030310,USR030310,17012,2764,35,52,105,30310,46,0.473,2026-04-18
GAM0030311,USR030311,1298,8117,3,3,145,30311,178,0.853,2026-05-09
GAM0030312,USR030312,8869,2949,18,33,186,30312,88,0.511,2026-05-08
GAM0030313,USR030313,5949,8140,12,11,330,30313,138,0.868,2026-04-08
GAM0030314,USR030314,7044,2404,15,9,216,30314,62,0.942,2026-04-26
GAM0030315,USR030315,22857,89,46,54,77,30315,4,0.16,2026-04-20
GAM0030316,USR030316,23462,6097,47,62,173,30316,76,0.157,2026-03-30
GAM0030317,USR030317,3728,3265,8,18,284,30317,181,0.617,2026-03-22
GAM0030318,USR030318,913,4021,2,57,322,30318,60,0.826,2026-03-17
GAM0030319,USR030319,23304,209,47,44,227,30319,19,0.189,2026-03-24
GAM0030320,USR030320,5336,830,11,55,328,30320,82,0.124,2026-04-03
GAM0030321,USR030321,11009,5944,23,74,312,30321,138,0.526,2026-03-19
GAM0030322,USR030322,23276,1960,47,79,136,30322,142,0.604,2026-04-19
GAM0030323,USR030323,19926,2602,40,31,215,30323,107,0.142,2026-04-04
GAM0030324,USR030324,19197,1542,39,80,40,30324,146,0.981,2026-05-02
GAM0030325,USR030325,24081,6382,49,72,47,30325,65,0.703,2026-04-01
GAM0030326,USR030326,12403,4772,25,53,107,30326,123,0.856,2026-03-31
GAM0030327,USR030327,22763,6267,46,80,90,30327,63,0.371,2026-04-16
GAM0030328,USR030328,620,2022,2,68,276,30328,195,0.721,2026-03-23
GAM0030329,USR030329,9390,2188,19,1,349,30329,15,0.906,2026-05-09
GAM0030330,USR030330,24323,5960,49,23,259,30330,143,0.74,2026-05-03
GAM0030331,USR030331,15348,9156,31,22,297,30331,85,0.782,2026-04-24
GAM0030332,USR030332,4956,1714,10,49,17,30332,14,0.815,2026-03-14
GAM0030333,USR030333,24396,2191,49,73,50,30333,194,0.111,2026-05-12
GAM0030334,USR030334,5804,3159,12,2,71,30334,9,0.823,2026-04-12
GAM0030335,USR030335,20664,8825,42,14,156,30335,111,0.481,2026-05-10
GAM0030336,USR030336,3571,9169,8,68,22,30336,157,0.778,2026-05-08
GAM0030337,USR030337,17660,7644,36,60,343,30337,46,0.571,2026-03-24
GAM0030338,USR030338,685,2520,2,52,266,30338,96,0.8,2026-03-23
GAM0030339,USR030339,466,4838,1,1,51,30339,99,0.54,2026-03-29
GAM0030340,USR030340,21471,8310,43,11,168,30340,103,0.946,2026-05-03
GAM0030341,USR030341,17815,4868,36,1,341,30341,2,0.906,2026-05-10
